generation,average fitness,maximum fitness
1,-487.59741422852437,-63.35042920893276
2,-429.1336694121001,13.128002618112589
3,-397.45151214415455,-24.089951178678263
4,-362.5670307389561,-33.55392558431279
5,-382.2651843794743,10.005732199085926
6,-346.03492809460687,45.37133126158608
7,-293.1826868061846,39.371251859912064
8,-254.1724968114008,23.828167219906902
9,-276.54833969997406,20.08392073990467
10,-268.7593217661399,242.7131324104398
11,-277.9072910019748,46.38717796523318
12,-220.956228786247,18.03483567973032
13,-257.3298436308128,-2.1336990189959977
14,-258.05935886348624,2.816913727417642
15,-224.90093441128585,18.763434991994302
16,-278.67130625318146,101.21684604883096
17,-141.3089258536783,65.9500288305291
18,-87.7158769974218,126.39362646400969
19,-65.68515685131028,301.1008353917649
20,-40.93141526070683,137.62043544328887
21,-37.074128160951076,139.02978456505372
22,-45.948939341392695,142.81769088672718
23,-27.78994738858468,138.43953363099058
24,-21.900039166341053,144.1216763855744
25,-22.685046144298738,144.79569938911226
26,-6.516897556256326,182.6041252276417
27,-13.015101213911624,165.02418062273847
28,-3.6404364009069896,158.66528826231848
29,-2.576532620855769,143.77871342973125
30,-6.394879011678704,189.50629912709604
31,-10.7469532426894,184.03654463628078
32,-24.713629917689175,155.18381442002814
33,-1.4050025154204768,153.11313747479906
34,-5.813617321926582,148.0088245219631
35,-3.6556203387979123,151.22301076947141
36,13.42436978673703,163.87008750296047
37,-1.573799910229812,157.96717374820417
38,7.638070488339167,165.19793290927439
39,8.577338252678452,155.13183441154763
40,18.93788449572976,163.0383306068219
41,10.6065019187918,173.4352145486581
42,18.72253742464851,172.93864656093638
43,-4.896184918358504,163.53670593491088
44,-0.4049011482825239,194.0794845127922
45,7.342249698720755,169.36400450691883
46,18.116872728759816,163.96173315906597
47,9.900924034060932,171.09530834512876
48,26.511451576734903,172.36689060919525
49,3.0663271875952303,172.51915181360513
50,17.514584075641555,160.26161086900888
51,7.209552710458297,162.65165148190127
52,29.50869259600381,181.59801577428377
53,-0.07980706721010393,169.28494584200817
54,11.223965837209219,151.7573686584532
55,25.53225838632674,190.730473007591
56,5.725625698177441,175.79938772009143
57,-3.8993062758465675,170.68275823801346
58,-4.496350733675728,187.7952794606484
59,12.554710622255973,185.40279573180584
60,40.71381312524268,175.84737998292658
61,23.118084337374906,184.76787921464046
62,6.56762980997564,181.1351216169564
63,31.35617236888282,178.91807688130845
64,17.819916582303673,191.09698444481018
65,21.81410520926688,189.86169135737313
66,19.600823433510897,192.08911991323808
67,32.643649728109,168.02263725223162
68,10.399636016949884,171.53023978487406
69,30.563473210701947,176.8441702813042
70,47.24649432144549,169.9580459127914
71,31.430406030547555,164.70423001755523
72,23.52972507615751,187.69605738980147
73,28.96551061729623,178.02945670912737
74,47.674964661276924,174.99524079462918
75,34.18384663575534,191.1852959083703
76,6.329268654323161,185.29128925747415
77,27.591132076078985,167.34396500411574
78,28.806898528578454,195.34152756947213
79,38.048188088032475,180.0696384269938
80,38.561714459937996,186.75202425288478
81,25.800084686211353,189.2811079375509
82,46.07541023132917,191.00815639961704
83,39.377107975046414,201.80540509828262
84,35.02964050311059,177.82403664863054
85,36.8309375736363,174.7687338480275
86,28.788940254487798,177.68372328975016
87,29.618321306531367,182.3664271053011
88,8.896990012582771,180.27103228340727
89,22.08146940103745,183.70935645826032
90,47.143019691702285,238.52205136905056
91,33.91200058223974,192.32122291056484
92,31.416912494236062,187.5679902630703
93,48.79161927703064,193.838142803609
94,21.6838964473631,175.3251916634768
95,34.95563468866512,183.41458153139934
96,42.488999528613604,184.5920083049532
97,41.29485575096382,187.2299040015502
