episode,score
207,-127.60826461725308
208,-121.75806465890778
209,-166.95869373194998
210,-136.54263512971139
211,-120.74885442139139
212,-168.1422843581323
213,-164.90450269658047
214,-139.50825062327328
215,-152.5367560770968
216,-122.33874330647845
217,-125.48580539939444
218,-150.78540737333458
219,-111.28816334731448
220,-143.49739294762142
221,-114.72422837778876
222,-105.21448558731201
223,-102.29385080531152
224,-111.22880491324857
225,-105.21587520848585
226,-80.2794393669482
227,-121.34133775754431
228,-112.64063454699068
229,-125.2997496159599
230,-118.384524423269
231,-98.68082889232062
232,-117.61175440132773
233,-131.99988819211515
234,-103.6897608865056
235,-115.43384082383385
236,-139.89486848852218
237,-120.44616803808348
238,-160.3485884679796
239,-106.2964454144278
240,-110.89951536198122
241,-107.35303866984084
242,-128.0623193573093
243,-152.29393071366508
244,-122.50127126474547
245,-154.77633876182549
246,-119.38761732084691
247,-100.11302091330464
248,-115.64497143579008
249,-111.30326075322124
250,-130.58479199774874
251,-127.84210705369716
252,-121.26184576679165
253,-109.68055115178737
254,-105.20197842668018
255,-112.6042799153052
256,-124.12924530429241
257,-96.16056366127286
258,-161.59866047799437
259,-100.51834677766679
260,-132.84091407294295
261,-106.74829906472021
262,-121.42282449260338
263,-88.449712425571
264,-120.53078404932864
265,-124.985487598723
266,-126.85561713775482
267,-123.0878173314978
268,-115.6046008923456
269,-127.36796016575337
270,-85.85743548918285
271,-132.38330465210237
272,-125.81435076552543
273,-134.28983895271293
274,-121.3246026701652
275,-133.8792954486952
276,-104.76838122346273
277,-108.54091293249166
278,-97.3115237735911
279,-124.94666290179353
280,-139.24696721463238
281,-87.76010715404456
282,-116.27287351058406
283,-117.9168527642044
284,-144.79322641058988
285,-139.92384694792946
286,-119.82878865626002
287,-122.9486392528607
288,-131.90150512883946
289,-110.87431312873248
290,-121.9371813584416
291,-97.15684914848822
292,-91.17230954513157
293,-110.41625746634108
294,-101.32311897409149
295,-101.2941907929793
296,-89.41838414219298
297,-88.9634881955327
298,-97.94699514541358
299,-106.80008129865888
300,-77.72878030112474
301,-119.92140977306224
302,-96.46882828324215
303,-94.03557654627944
304,-109.50578678037006
305,-84.25670496914158
306,-90.53966218719407
307,-117.37989576697886
308,-126.62161021935606
309,-97.68611490963997
310,-103.24470271404365
311,-100.4997516859884
312,-87.42150646460675
313,-93.97231490760875
314,-88.57719372930461
315,-112.16704691326119
316,-77.75079202362332
317,-70.22919402391759
318,-79.85629783430879
319,-103.78270847747828
320,-142.38500499412717
321,-110.88111128200084
322,-106.48197255658177
323,-104.40334595602533
324,-75.65400366018068
325,-54.83308603089418
326,-94.4275686819895
327,-75.93229104325827
328,-97.98045619497633
329,-94.12373387654529
330,-103.64398505301978
331,-82.33727916701304
332,-106.1571138463162
333,-71.46411469608557
334,-81.56718726867436
335,-63.58842641418457
336,-65.86693757965757
337,-94.01351233309822
338,-78.39887751877927
339,-109.89777091392597
340,-87.01970054771019
341,-101.40018577526531
342,-82.50714901986073
343,-87.4157153499958
344,-87.80223585015067
345,-51.409590494798934
346,-84.62035718092439
347,-68.22800848114882
348,-89.95938352336002
349,-95.23357066943565
350,-92.07030243079906
351,-87.56229421872933
352,-84.46662178602529
353,-102.644934639822
354,-119.87618404094523
355,-126.05858797351755
356,-89.13183493765257
357,-80.79331283591999
358,-87.60550709307522
359,-71.20974535373126
360,-85.65783774414125
361,-76.03464455531332
362,-78.20482592093164
363,-23.382141970691723
364,-80.65225691847583
365,-61.414858801619246
366,-113.01995566252437
367,-66.64028061477222
368,-83.27460995323429
369,-70.02070181263699
370,-81.21834789150111
371,-71.65039113974974
372,-85.80992573063553
373,-56.535128058127675
374,-81.40089376315208
375,-44.69083213457057
376,-73.7610541375107
377,-94.14939981087973
378,-65.19352556756894
379,-95.10033869837294
380,-74.04655482995419
381,-88.78391579442957
382,-73.8810376841338
383,-77.21566798692774
384,-45.115896791901015
385,-65.95050287171118
386,-101.37429213701745
387,-79.47536018197007
388,-64.28862299657983
389,-93.75227877497224
390,-87.31315472361321
391,-75.60222697516252
392,-101.10855710586789
393,-77.38509633238253
394,-55.61957613857944
395,-92.38025060988107
396,-69.8337239540658
397,-63.265522749628666
398,-71.86817858644342
399,-104.92793805144913
400,-78.3738082679623
401,-90.32002713333166
402,-74.7516459656929
403,-69.38238903549723
404,-100.4384671852707
405,-48.91860729550306
406,-65.87468813779238
407,-123.15548876910266
408,-101.63357645219634
409,-95.09721014203672
410,-118.1013380125241
411,-60.67632024712799
412,-83.39256133308005
413,-47.358793479526646
414,-55.028135121915774
415,-99.42766811795472
416,-132.68056420761582
417,-91.5245259839919
418,-62.82422932575723
419,-110.75408819294209
420,-98.87453559050827
421,-96.58629852544864
422,-95.52385960448895
423,-74.13557159995486
424,-90.81599726164313
425,-56.33194662755796
426,-102.51170703042806
427,-75.61330197708682
428,-109.741247644842
429,-75.00607200965891
430,-102.98435142226158
431,-86.50769000097253
432,-110.62530738187252
433,-103.15369914383636
434,-118.02408554523525
435,-102.67384091488094
436,-78.42298218184634
437,-99.07636016661588
438,-97.70316471533462
439,-71.11829370944024
440,-97.96834798765262
441,-58.051125053489706
442,-83.60986380611145
443,-104.49868364535679
444,-90.07277620009923
445,-80.6949293633212
446,-82.45717113351098
447,-100.64052662723257
448,-118.78081101929254
449,-120.76493602881881
450,-89.14891171980233
451,-81.82727763866538
452,-116.78638227910398
453,-90.07932614742349
454,-94.30215948923404
455,-57.71144491668233
456,-110.43273715743743
457,-115.52979316173642
458,-59.08382370225918
459,-84.22722095651638
460,-70.62959614410366
461,-70.44761069390917
462,-67.53618445644044
463,-76.15802734748601
464,-99.8721249093483
465,-74.50417299073519
466,-87.43809038741392
467,-94.87091854196629
468,-99.66754738429452
469,-67.41219485452251
470,-41.795812509661346
471,-108.60451354399648
472,-100.13824725925771
473,-76.37137317799159
474,-115.75970647161597
475,-59.174068541516235
476,-92.99225862169908
477,-128.83655219969077
478,-107.19914631360288
479,-84.9336972507301
480,-97.94269062968475
481,-107.5146044685989
482,-94.61757626089829
483,-56.55244799145652
484,-106.74161177866355
485,-101.58959935323175
486,-107.68945217577279
487,-110.95229327238219
488,-89.58194801687256
489,-61.29932857555176
490,-90.321798050705
491,-115.6485915310516
492,-96.53250175045679
493,-93.55588262046805
494,-99.0953540802655
495,-111.42387894712454
496,-78.37504041743274
497,-72.89538829119752
498,-99.4500439464117
499,-87.24987579693466
500,-113.68389709171721
501,-109.54139130983017
502,-100.01000852556928
503,-122.86001701710687
504,-101.45358729665075
505,-117.15351251359944
506,-105.55207368458555
507,-94.49175708993555
508,-89.94446880207019
509,-85.26981704316842
510,-93.47522059541305
511,-112.1372676157618
512,-100.96424552751232
513,-89.62309748475225
514,-123.04599352299964
515,-133.07282519134208
516,-101.71129005140851
517,-80.4872019181536
518,-92.5918738386798
519,-93.39584500939911
520,-90.54056705580935
521,-93.4794434654641
522,-72.93796222751249
523,-99.54287355402093
524,-114.14571321591161
525,-113.82565816907336
526,-104.75802692634208
527,-114.6724344313827
528,-93.54929758985041
529,-69.40329876481128
530,-68.73382331542084
531,-107.58932277232778
532,-97.70510601195645
533,-95.87325371538053
534,-94.78561952705768
535,-89.95345363751449
536,-113.28043498288389
537,-101.36565842659417
538,-110.14466559902088
539,-108.10150003991572
540,-103.8104578497738
541,-113.88066206261914
542,-118.01530093569993
543,-107.13106766916587
544,-101.49795238257998
545,-102.1620328026718
546,-108.10958347241474
547,-113.88884899900526
548,-97.8001464437866
549,-65.56264787390711
550,-76.93100959649017
551,-95.09133403628798
552,-92.93986115037895
553,-96.53488772649786
554,-94.20357976408299
555,-96.98353881890185
556,-86.22654978433866
557,-74.6820201393538
558,-64.25087123334686
559,-86.05791065959684
560,-109.73255194205836
561,-106.10466992659163
562,-95.6100106629542
563,-116.79423092345644
564,-96.96615774471172
565,-90.26168547926996
566,-92.46287850364011
567,-89.7043835330347
568,-70.97803521373267
569,-80.58528595014826
570,-78.6914370234981
571,-58.29024590639811
572,-97.19049067247123
573,-68.50476604433666
574,-73.21412754783155
575,-111.62440100061711
576,-96.49618580019025
577,-73.1399116773629
578,-92.94832046397103
579,-72.36949932319894
580,-102.48870173826188
581,-88.85076968031868
582,-61.366764673538874
583,-70.28799656111497
584,-87.2041765496659
585,-119.66345670034536
586,-83.36434647149424
587,-115.00462175907184
588,-89.30418182628756
589,-96.92741384050376
590,-89.76415860101953
591,-86.05299299040564
592,-79.61646290054941
593,-89.92593800634312
594,-84.33229702051412
595,-115.91055453200006
596,-105.56278734594791
597,-80.67833744831988
598,-100.77817993447705
599,-84.18874474930338
600,-86.17845129268153
601,-81.23304076412524
602,-64.1646049566135
603,-99.82558764039986
604,-69.67978159058408
605,-81.7611951595646
606,-84.18496477974641
607,-80.17742114717909
608,-87.18536654318015
609,-93.78340230438276
610,-87.73802905828417
611,-99.24666445959144
612,-67.31850730234102
613,-77.81546427441631
614,-105.03545520273839
615,-73.47581844988602
616,-83.29999489714886
617,-88.87644387855198
618,-81.26036935296372
619,-74.66197111895501
620,-70.26461349786692
621,-95.92326510871388
622,-77.92847994295708
623,-53.700112772106884
624,-75.37814562231337
625,-115.97545530269483
626,-116.48647989686522
627,-90.69806529170197
628,-88.0790920406915
629,-89.71626097398526
630,-77.60308955840719
631,-65.57069385322495
632,-68.15898781330337
633,-89.5872422804559
634,-87.69973034649793
635,-111.29611552319058
636,-102.25109167410938
637,-64.78167498232202
638,-90.99949549222897
639,-96.09617203791875
640,-103.7020809593051
641,-78.60479770309075
642,-62.032913823814724
643,-80.2394782231762
644,-61.196896182357094
645,-77.39546278499259
646,-91.06651083083241
647,-84.18316469357073
648,-74.24904205983684
649,-63.15010736889924
650,-73.73840067212069
651,-53.89443418481297
652,-61.12000788760658
653,-70.30424462057134
654,-93.59165647736691
655,-59.75173103412264
656,-85.14865826069547
657,-96.3514727540264
658,-83.5664205111849
659,-100.90674499416647
660,-115.09886967868053
661,-78.00130348400604
662,-101.8359446442009
663,-68.26978632662669
664,-102.04910333057828
665,-93.92021098761184
666,-89.09054237070995
667,-88.2705935868145
668,-116.85361847792507
669,-94.05851949425185
670,-57.53932874677987
671,-91.96298631951765
672,-62.885267169840674
673,-93.57069382504862
674,-119.922392726471
675,-107.2507198522058
676,-89.07279095959062
677,-80.82793359604763
678,-141.06928775239604
679,-121.79863187502242
680,-104.63103018970025
681,-92.05096646209077
682,-82.18172721154366
683,-86.88583106556362
684,-93.10656280633117
685,-105.55486667012569
686,-80.08645629362694
687,-85.77807683258965
688,-97.09656117178008
689,-102.32760276947576
690,-95.14617289883965
691,-117.85895314012448
692,-120.11417698279516
693,-84.79358400739093
694,-103.75317359435435
695,-79.07656697912597
696,-132.81451740366717
697,-97.89540111677778
698,-108.05079449406148
699,-115.51143612540045
700,-102.49922717862802
701,-120.5225812166354
702,-123.93487860448523
703,-113.58350955454127
704,-118.6367767053835
705,-113.79934248652985
706,-131.1643195971881
707,-128.30947460316435
708,-151.01843296588984
709,-112.47352291936046
710,-95.43656593142703
711,-121.97198523795365
712,-126.71652877973158
713,-125.00744096538689
714,-82.00837912571573
715,-114.64572303342968
716,-127.52116029582945
717,-139.12580642461197
718,-150.91649978498086
719,-97.31671058066729
720,-98.88840517126658
721,-126.48845752372993
722,-128.31345960824845
723,-93.45155343606373
724,-106.47175379900574
725,-106.54151248561374
726,-109.79467157355714
727,-99.5330843531303
728,-96.29542939099187
729,-116.59041236576482
730,-117.47640779327321
731,-111.22456197796355
732,-92.65916378062326
733,-92.87178044004673
734,-118.65631465852583
735,-111.44206178023899
736,-119.63093008745352
737,-116.63603309523714
738,-107.85032411990852
739,-96.224690421393
740,-85.26287796120427
741,-76.71650270638793
742,-118.49565530794227
743,-104.24497794806086
744,-115.6750440765447
745,-95.091388346569
746,-80.01046066934474
747,-117.01376056302881
748,-94.90134730262994
749,-80.51647407062461
750,-69.97874313773957
751,-63.28587480454972
752,-117.72934527410482
753,-116.90701551789657
754,-107.33451217347252
755,-106.10948689732373
756,-87.33501296857801
757,-113.22717457738793
758,-112.60300297448029
759,-96.23882774447877
760,-113.29819211156507
761,-103.65200683190737
762,-143.12685192261532
763,-104.8484588505312
764,-102.81146254737756
765,-90.39309882321977
766,-96.66504980708753
767,-82.90981664138616
768,-80.49923238416946
769,-124.46281724391838
770,-91.15054271804878
771,-119.73588746214517
772,-123.23739670121854
773,-78.87442777791748
774,-102.41131503407007
775,-92.0011121248577
776,-119.95000142686797
777,-96.31623899764014
778,-100.87514242981366
779,-77.21198832458828
780,-77.4430934471203
781,-117.43470647863022
782,-108.64745137548017
783,-103.54727515177697
784,-83.17380886842363
785,-89.59967288263464
786,-106.91582652641227
787,-135.6787423213258
788,-122.34199435493619
789,-97.30352545353851
790,-113.47272951132858
791,-128.2044987944875
792,-104.18098917151246
793,-127.65404268098143
794,-98.40434225282081
795,-134.79145495160458
796,-110.32949005560288
797,-81.46649060262328
798,-101.29317949258491
799,-87.22026034523931
800,-94.56020839086645
801,-87.07369709402228
802,-113.50966800496593
803,-88.12388856037114
804,-118.88948944764864
805,-118.71443914203877
806,-82.8139405131076
807,-119.70998417681942
808,-97.96047344504277
809,-125.9592629819436
810,-94.12992439177744
811,-104.92344149737309
812,-84.49293571589021
813,-109.27295581774383
814,-105.62553710807852
815,-100.58026238769973
816,-107.67134805149561
817,-100.26113277002798
818,-127.79760820967815
819,-84.14965042998075
820,-110.29643911681133
821,-93.73588758196652
822,-107.86704146941128
823,-59.640690101046715
824,-97.97671123595937
825,-109.78539440534752
826,-111.57983413137494
827,-95.76171849925537
828,-71.36697568543624
829,-119.23867795836007
830,-121.03349756695165
831,-78.496344315145
832,-89.81338399422252
833,-109.94679998825376
834,-93.57054852023617
835,-95.17073594401738
836,-102.49406344927071
837,-70.11753068001572
838,-95.25177527180846
839,-94.25821620993422
840,-110.6054853136788
841,-113.18484755660445
842,-93.04631392029734
843,-89.20304612291513
844,-102.12128082539098
845,-95.69826021357122
846,-108.24960338717773
847,-103.83450822485129
848,-83.39971838305175
849,-103.68659787172528
850,-101.79545850525545
851,-82.84118545265315
852,-99.34489413099305
853,-98.94879425813544
854,-98.09217477778857
855,-89.28896115044854
856,-76.67016053256314
857,-90.59575531078183
858,-116.15786679291459
859,-96.65649626514818
860,-107.91349152386587
861,-78.19582132126006
862,-82.66143444823675
863,-84.66287279391832
864,-78.13464403987626
865,-91.4558754329678
866,-128.96083834060911
867,-73.51312963561561
868,-113.82107849545055
869,-70.57485683629477
870,-109.32865749560578
871,-82.84994192182442
872,-138.40521993519963
873,-98.53153178993182
874,-139.40467333799822
875,-97.47012158377348
876,-91.75916960480988
877,-99.86540776641199
878,-83.0308184201936
879,-146.07874237840096
880,-97.48633976219504
881,-105.12607161755803
882,-96.91813140284559
883,-96.90753953773182
884,-101.46310770872734
885,-128.43765154507173
886,-101.94488054809973
887,-95.62766102916481
888,-115.62577075063221
889,-100.57319000219488
890,-102.28238411024545
891,-134.23101551606055
892,-103.85892483535663
893,-73.48267219867842
894,-60.34604130489904
895,-112.3361762746701
896,-83.27394617051179
897,-92.75109365852276
898,-114.46824175448477
899,-98.47839587360322
900,-73.49550055962983
901,-108.69420240864856
902,-67.47651772500791
903,-114.19884343475323
904,-64.94573830742922
905,-60.67803686842714
906,-111.04286475896573
907,-90.15048512487405
908,-85.34449316900894
909,-91.47662491257395
910,-99.41749214915744
911,-105.90049173271389
912,-72.21941340037506
913,-67.30171994050025
914,-107.92849201964611
915,-94.00106896074504
916,-79.61948764232746
917,-79.94157715591007
918,-72.09120198015707
919,-86.58176249783874
920,-83.88086459222296
921,-55.9089162240851
922,-83.38725582789954
923,-92.13282539305375
924,-83.49042724625303
925,-96.52158258997993
926,-76.28972772100245
927,-69.98708132502314
928,-68.18459584293544
929,-84.80134911997526
930,-102.14732198105418
931,-79.22913541114298
932,-79.52058822836281
933,-58.59894923169397
934,-71.11803126392759
935,-81.33699089240214
936,-46.145357503419206
937,-67.07024618597575
938,-85.91921201443151
939,-84.30079866270604
940,-64.78402093419616
941,-103.12231063749269
942,-72.23427178734782
943,-74.96689875655308
944,-89.43441335575164
945,-92.85109820304919
946,-89.96321464505131
947,-62.43345306209958
948,-85.97152869429155
949,-76.43543654390506
950,-94.46217419880527
951,-75.55328074183703
952,-101.79445560814165
953,-82.04439040852833
954,-79.11593919443025
955,-72.15967847770361
956,-87.83201805166584
957,-59.94205557732896
958,-53.51304875204307
959,-94.98726531845776
960,-104.7633998461219
961,-62.14258171815086
962,-81.0150549574943
963,-73.43122037876303
964,-78.73766104868781
965,-47.89350066380227
966,-52.5230334110963
967,-77.13155824086951
968,-67.39746206252626
969,-62.23505613566414
970,-61.839547185968556
971,-94.2059062641109
972,-102.79611241505143
973,-114.28288111433501
974,-92.55561889574206
975,-93.17268476347152
976,-99.78000271937795
977,-84.76078251959989
978,-87.79189567778394
979,-83.99085858911926
980,-42.425359622639554
981,-72.75832885821075
982,-55.90832402166779
983,-67.56414996692202
984,-95.0194458428862
985,-64.36780277666799
986,-44.99498643842782
987,-101.09444902647171
988,-108.25054097258356
989,-82.14962541600646
990,-69.34225043452663
991,-89.38268322898415
992,-115.63809548052919
993,-69.16325863299086
994,-94.43371049212152
995,-92.5972903029284
996,-87.000182439397
997,-103.03063723645911
998,-90.49833178930943
999,-91.99595363730738
1000,-114.50642899619845
1001,-82.31724213434877
1002,-95.59206517529816
1003,-95.08822079284118
1004,-94.5035366423473
1005,-97.24891852298009
1006,-88.29680277623484
1007,-74.88378719742083
1008,-99.22606194467794
1009,-93.48965473788286
1010,-81.11027357620267
1011,-112.1008584944467
1012,-98.3787335735707
1013,-66.59729110369044
1014,-106.72392027941804
1015,-108.23561827795453
1016,-75.75854891419065
1017,-91.34095392425056
1018,-89.23371186771712
1019,-80.64188581933297
1020,-73.36506172573303
1021,-104.79900064099022
1022,-91.5068465259398
1023,-66.36718325324183
1024,-70.39376339268983
1025,-90.1572160914166
1026,-86.67380848030825
1027,-61.212107358870725
1028,-87.64127234074826
1029,-93.66909710848411
1030,-90.0401467836181
1031,-62.79294464895875
1032,-109.75760919365759
1033,-85.32406027764827
1034,-91.11071154495721
1035,-89.26290261576632
1036,-95.28839229577918
1037,-79.26023814747387
1038,-59.96887901454569
1039,-81.91580348241105
1040,-89.71795095347201
1041,-115.5564864922568
1042,-88.8094331946885
1043,-113.87822659881483
1044,-110.82355482199739
1045,-123.20948267932746
1046,-125.23924431338145
1047,-68.85150851024301
1048,-92.12036832220494
1049,-96.0094591057599
1050,-113.02273621097481
1051,-129.88998098774871
1052,-127.43055636367568
1053,-122.38475190057332
1054,-85.84195770539914
1055,-144.72012470201216
1056,-129.20004892484786
1057,-88.84965899979392
1058,-130.29241903436238
1059,-104.40974461420369
1060,-104.71895677134535
1061,-92.6496776876223
1062,-97.08821376654956
1063,-78.90104358809873
1064,-96.47942954946193
1065,-108.44963550394476
1066,-115.51843223195796
1067,-75.87015173403293
1068,-89.89664458002632
1069,-86.88506005274837
1070,-114.94959070766255
1071,-138.24167177606137
1072,-80.57326744762346
1073,-106.28410684536539
1074,-91.52540825556254
1075,-92.76083924568222
1076,-95.92626240767335
1077,-63.82521559766077
1078,-104.21864855712643
1079,-102.39603045791603
1080,-86.005853967215
1081,-89.23229376633691
1082,-86.66494898101082
1083,-93.26567052968885
1084,-83.54648814415297
1085,-86.56596154319315
1086,-86.14077665455054
1087,-111.10121699078788
1088,-71.8324722870605
1089,-69.58982126487754
1090,-112.53127888666243
1091,-89.7511223471327
1092,-112.34044168664246
1093,-53.0011275624118
1094,-74.56524244685782
1095,-91.48143044279561
1096,-100.88150593165724
1097,-127.71553224727933
1098,-81.2629125798274
1099,-67.70982535334434
1100,-81.8396559342049
1101,-57.4876229379797
1102,-74.32626820689828
1103,-93.78858786022398
1104,-64.33721017915245
1105,-90.37866457713172
1106,-88.67872561333219
1107,-75.21361241047617
1108,-126.07398104527945
1109,-84.92476307568296
1110,-76.9509141821548
1111,-95.62582702842957
1112,-102.58558908522863
1113,-88.25083838059014
1114,-81.67146747395903
1115,-78.26308668317414
1116,-93.39047150564726
1117,-95.42621820895047
1118,-100.8410625182552
1119,-104.72450577763007
1120,-114.18514704880582
1121,-102.22354173279084
1122,-55.08759358000014
1123,-64.9575451867854
1124,-105.77314328735002
1125,-107.25746631766542
1126,-96.81126213554172
1127,-89.86856382588945
1128,-90.89225816332211
1129,-120.982957398223
1130,-100.47574006244109
1131,-86.17022584970243
1132,-97.78180814651114
1133,-102.62295400810397
1134,-109.65667441666932
1135,-90.84384995134094
1136,-109.72505162710178
1137,-98.98297056144698
1138,-97.25090935858765
1139,-105.80784215270135
1140,-95.48405492287364
1141,-91.42597871822595
1142,-107.94498247972189
1143,-107.70541565469394
1144,-89.5469295202551
1145,-103.65280521787516
1146,-104.39487375827383
1147,-74.41145267140487
1148,-115.49431796948367
1149,-134.39915550657827
1150,-162.52675784108797
1151,-113.45501462130602
1152,-136.1780423567292
1153,-113.38274321737376
1154,-105.71218329394003
1155,-136.18383318786712
1156,-145.38296375412537
1157,-124.18090675028634
1158,-132.36360404994295
1159,-120.69905063008417
1160,-113.42849714737082
1161,-97.59561123857227
1162,-95.97504716280935
1163,-107.09961165362549
1164,-97.34185287358217
1165,-114.39117905738378
1166,-107.63020773105063
1167,-120.02322008389139
1168,-126.38099580420965
1169,-139.21774925691471
1170,-115.28160993494765
1171,-98.81113630159274
1172,-129.75181156823703
1173,-133.14391156222675
1174,-131.36819065756353
1175,-98.73468577123522
1176,-137.5473849883584
1177,-97.51895503480756
1178,-98.09264848504058
1179,-129.47951354562062
1180,-111.8837273446437
1181,-126.13141019278932
1182,-113.0804394869253
1183,-143.84118816689005
1184,-119.48639557839351
1185,-94.74719628802626
1186,-134.99155635795057
1187,-116.59498797039119
1188,-123.18638497115826
1189,-103.98769489519842
1190,-106.71239493723097
1191,-106.36782111461609
1192,-103.95822834667639
1193,-95.28134351727618
1194,-122.60260568464153
1195,-98.64837059924221
1196,-92.98794607403643
1197,-111.28021794132394
1198,-134.3932452128641
1199,-84.6561480677957
1200,-106.93501489481001
1201,-108.02165858696071
1202,-125.45701220148536
1203,-121.08647146968808
1204,-98.05882054573584
1205,-125.79770392531303
1206,-131.6209459950779
1207,-121.59473766380808
1208,-136.46633498398376
1209,-121.26545502225125
1210,-130.74685114631166
1211,-119.91887374550953
1212,-117.69496346894324
1213,-127.33200563718147
1214,-115.25066441724553
1215,-106.6572844018679
1216,-107.3879203520381
1217,-125.40801399433653
1218,-112.2903687409218
1219,-115.59871960350476
1220,-121.10879204088046
1221,-107.71025996751348
1222,-147.57456033255428
1223,-134.54670470144092
1224,-99.71691524852383
1225,-127.13018794878012
1226,-130.40037581401893
1227,-126.71423601656885
1228,-123.6464237343277
1229,-121.32118630611014
1230,-129.34968122244322
1231,-100.63351366282481
1232,-132.66820275106835
1233,-111.64456519630323
1234,-105.29059570737917
1235,-98.72759682872253
1236,-141.91986854620092
1237,-125.10967118799941
1238,-75.73235530538567
1239,-96.76070481620276
1240,-130.53103084919442
1241,-128.98786613257582
1242,-104.28731820521419
1243,-117.33847143119073
1244,-135.7219298736561
1245,-150.80768109361608
1246,-106.74680736953417
1247,-136.32476101973825
1248,-122.89104343006944
1249,-124.01340710588181
1250,-122.70528121244259
